Nombre,Paquete de Ventas,Caracteristicas
"ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) G533ZW-LN136WS Gaming Laptop  (15.6 inch, Off Black, 2.30 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Off Black,Gaming Laptop,Gaming,Intel,Core i9,32 GB,DDR5,Windows 11 Home"
"HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 16-e0351AX Gaming Laptop  (16.1 inch, Mica Silver, 2.48 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Mica Silver,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad Gaming 3i Ryzen 7 Octa Core R7-5800H 5th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"Lenovo Yoga Slim 7 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82A300MBIN Thin and Light Laptop  (14 inch, Slate Grey, With MS Office)","Laptop, Adaptor","Slate Grey,Thin and Light Laptop,Processing & Multitasking, Entertainment, Everyday Use, Performance, Travel & Business,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop  (14 inch, Slate Grey, 1.36 kg, With MS Office)","Thin & Light Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"Lenovo Lenovo V15 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10) 82C30053IH Thin and Light Laptop  (15.6 inch, Iron Grey)",Laptop & Adaptor,"Iron Grey,Thin and Light Laptop,Everyday Use, Entertainment, Travel & Business, Processing & Multitasking,Intel,Celeron Dual Core,4 GB,DDR4,Windows 10"
"Lenovo Yoga 6 Ryzen 7 Octa Core R7-5700U 5th Gen - (16 GB/1 TB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop  (13.3 inch, Abyss Blue, 1.31 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Abyss Blue,2 in 1 Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN310W Gaming Laptop  (15.6 inch, Black, 2.30 kg)","Laptop , Adaptor, & Manual","Black,Gaming Laptop,Gaming, Entertainment, Processing & Multitasking, Everyday Use, Performance,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"DELL Inspiron Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook  (15.6 Inch, Carbon Black, 1.61 Kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Carbon Black,Notebook,Everyday Use,Intel,Pentium Silver,8 GB,DDR4,Windows 11 Home"
"DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Carbon Black,Notebook,Everyday Use,AMD,Athlon Dual Core,8 GB,DDR4,Windows 11 Home"
"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9305 Thin and Light Laptop  (13.4 inch, Platinum Silver, 1.16 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,LPDDR4X,Windows 11 Home"
"Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Slate Grey, 1.43 kg, With MS Office)","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,2 in 1 Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX3050- 4GB) FA506IC-HN075W Gaming Laptop  (15.6 inch, Black)","Laptop, Manual, Adaptor","Black,Gaming Laptop,Gaming,AMD,Ryzen 7 Dual Core,16 GB,DDR4,Windows 11 Home"
"ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop  (15.6 inch, Silver, With MS Office)","Laptop, Manual, Adaptor","Silver,Laptop,Entertainment, Everyday Use, Processing & Multitasking, Travel & Business,AMD,Ryzen 3 Quad Core,8 GB,DDR4,Windows 11 Home"
"ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 Inch, Black, 1.3 KG, With MS Office)","Laptop, Power Adaptor, User Guide, GV 301 Sleeve Bag, Pen, Warranty Documents","Black,2 in 1 Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 9 Octa Core,32 GB,LPDDR4X,Windows 10 Home"
"MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP66 Leopard 11UG Gaming Laptop  (15.6 inches, Black, 2.9 kg)","Laptop, Battery, Power Adapter, User Guide, Stealth Trooper Backpack","Black,Gaming Laptop,Processing & Multitasking, Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS Vivobook 15 OLED Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L301WS Laptop  (15.6 inch, Hearty Gold, 1.80 kg kg, With MS Office)","Laptop, Manual, Adaptor","Hearty Gold,Laptop,Entertainment, Everyday Use, Performance, Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Grey, 1.37 kg, With MS Office)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Grey,Thin and Light Laptop,Entertainment, Performance, Processing & Multitasking,Intel,Core i5,16 GB,LPDDR4X,Windows 11 Home"
"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Green, 1.37 kg, With MS Office)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Green,Thin and Light Laptop,Entertainment, Performance, Processing & Multitasking,Intel,Core i5,16 GB,LPDDR4X,Windows 11 Home"
"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Blue,Thin and Light Laptop,Entertainment, Performance, Processing & Multitasking,Intel,Core i5,16 GB,LPDDR4X,Windows 11 Home"
"DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Obsidian Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Grey,Gaming Laptop,Gaming,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop  (14.1 Inch, Matt Black)","Laptop, Power Adaptor, User Guide, Warranty Documents","Matt Black,Laptop,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,DDR4,Windows 11 Home"
"DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Grey,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Jet Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"DELL Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Grey,Gaming Laptop,Gaming,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Windows 11 Home"
"ASUS VivoBook 14 (2021) Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Windows 11 Home"
"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Indie Black,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,LPDDR4X,Windows 11 Home"
"ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515JA-BQ501W Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"ASUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop  (11.6 Inch, Star Grey, 1.26 Kg)","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents","Star Grey,Laptop,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,DDR4,Windows 11 Home"
"ASUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100FKA-BP1104W Laptop  (11.6 Inch, Star Grey, 1.40 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Star Grey,Laptop,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,DDR4,Windows 11 Home"
"ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L711WS Thin and Light Laptop  (15.6 Inch, Hearty Gold, 1.80 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Hearty Gold,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Indie Black,2 in 1 Laptop,Processing & Multitasking,Intel,Core i5,8 GB,LPDDR4X,Windows 11 Home"
"ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L713WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"ASUS VivoBook 15 (2022) Celeron Quad Core - (4 GB/256 GB SSD/Windows 11 Home) X515MA-BR011W Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Celeron Quad Core,4 GB,DDR4,Windows 11 Home"
"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC312WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Indie Black,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,LPDDR4X,Windows 11 Home"
"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"ASUS VivoBook 14 (2021) Ryzen 7 Quad Core 3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB512WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Quad Core,16 GB,DDR4,Windows 11 Home"
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515EA-BR391W Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ332WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"HP Envy Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Pro/6 GB Graphics) 15-ep1087TX Laptop  (15.6 inch, Natural Silver, 2.14 kg, With MS Office)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Natural Silver,Laptop,Processing & Multitasking,Intel,Core i9,32 GB,DDR4,Windows 11 Pro"
"HP Chromebook Celeron Quad Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Thin and Light Laptop  (14 Inch, Forest Teal, 1.49 Kg)","Laptop, Power Adapter, User Guide, Warranty Documents","Forest Teal,Thin and Light Laptop,Processing & Multitasking,Intel,Celeron Quad Core,4 GB,LPDDR4,Chrome"
"HP Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Thin and Light Laptop  (14 Inch, Mineral Silver, 1.49 Kg)","Laptop, Power Adapter, User Guide, Warranty Documents","Mineral Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,LPDDR4,Chrome"
"HP Envy Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) 15-ep1085TX Thin and Light Laptop  (15.6 Inch, Natural Silver, 2.14 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 11 Pro"
"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"HP Envy Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) 15-ep1085TX Thin and Light Laptop  (15.6 Inch, Natural Silver, 2.14 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 11 Pro"
"DELL Inspiron 3000 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Laptop  (15.6 Inch, Black, 1.8 Kgs, With MS Office)","Laptop, battery, adapter, cables and user manuals","Black,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M515DA-BQ722WS Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)","Laptop , Adaptor, & Manual","Transparent Silver,Laptop,Processing & Multitasking, Entertainment, Everyday Use, Performance, Travel & Business,AMD,Ryzen 7 Quad Core,16 GB,DDR4,Windows 11 Home"
"ASUS ExpertBook Core i3 11th Gen - (4 GB/256 GB SSD/DOS) P1511CEA-BQ1758 Business Laptop  (15.6 inch, Slate Grey, 1.80 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Business Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,DOS"
"Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Shadow Black,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"HP Pavilion x360 Convertible Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"HP Snapdragon 7c Gen 2 - (8 GB/128 GB EMMC Storage/Windows 11 Home) 14-ed0007qu Laptop  (14 Inch, Natural Silver, 1.25 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Laptop,Processing & Multitasking,Qualcomm,Snapdragon 7c Gen 2,8 GB,LPDDR4X,Windows 11 Home"
"Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Shadow Black,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Shadow Black,Gaming Laptop,Gaming,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL05 2 in 1 Laptop  (14 Inch, Graphite Grey, With MS Office)","Laptop, battery, adapter, cables and user manuals","Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad 1 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin and Light Laptop  (11.6 Inch, Platinum Grey, With MS Office)","Laptop, battery, adapter, cables and user manuals","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,DDR4,Windows 11 Home"
"HP Pavilion x360 Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1047TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14ALC05 2 in 1 Laptop  (14 Inch, Graphite Grey, With MS Office)","Laptop, battery, adapter, cables and user manuals","Graphite Grey,2 in 1 Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop  (14 Inch, Arctic Grey, With MS Office)","Laptop, battery, adapter, cables and user manuals","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"HP Pavilion x360 Convertible Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1048TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"Lenovo Yoga 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL5 2 in 1 Laptop  (14 Inch, Slate Grey, With MS Office)","Laptop, battery, adapter, cables and user manuals","Slate Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"DELL Inspiron Ryzen 5 Dual Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Carbon Black,Thin and Light Laptop,Everyday Use,AMD,Ryzen 5 Dual Core,8 GB,DDR4,Windows 11 Home"
"DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop  (15.6 inch, Titan Gray, 1.8 Kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Titan Gray,Thin and Light Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-dq2606tu Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"DELL Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Carbon Black,Thin and Light Laptop,Everyday Use,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Windows 11 Home"
