Interests,Accessibility,Site Name,Sites Visited,Age_Group,Tour_Duration_Pref,Rating_Category,Response_Speed,Accuracy_Level,VR_Quality,Satisfaction_Level
"Architecture, Art, History",True,Colosseum,"Taj Mahal, Eiffel Tower, Machu Picchu",46-55,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Nature,True,Colosseum,Eiffel Tower,46-55,Media(5-7h),Alto,Normal,Media,Buena,Alta
Nature,True,Eiffel Tower,Machu Picchu,56+,Media(5-7h),Medio,Lento,Media,Buena,Media
Architecture,True,Taj Mahal,Machu Picchu,46-55,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Art, History, Cultural",False,Colosseum,"Taj Mahal, Eiffel Tower",26-35,Corta(1-4h),Medio,Lento,Media,Buena,Media
"History, Art, Architecture",False,Great Wall of China,"Eiffel Tower, Colosseum, Taj Mahal",36-45,Media(5-7h),Medio,Normal,Alta,Buena,Media
Art,True,Machu Picchu,Great Wall of China,46-55,Corta(1-4h),Bajo,Normal,Media,Excelente,Media
"Nature, Cultural, Art",False,Colosseum,Machu Picchu,56+,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Cultural, History",False,Taj Mahal,"Eiffel Tower, Colosseum",26-35,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Nature, Cultural, Art",True,Taj Mahal,Great Wall of China,36-45,Media(5-7h),Bajo,Rápido,Alta,Excelente,Media
"Art, Nature",True,Taj Mahal,"Eiffel Tower, Machu Picchu, Great Wall of China",56+,Media(5-7h),Medio,Lento,Alta,Excelente,Media
Architecture,False,Great Wall of China,"Eiffel Tower, Machu Picchu",36-45,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Architecture, History, Nature",False,Colosseum,"Machu Picchu, Eiffel Tower, Taj Mahal",56+,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
"Art, History",False,Eiffel Tower,"Eiffel Tower, Colosseum, Taj Mahal",18-25,Corta(1-4h),Bajo,Lento,Baja,Excelente,Media
Architecture,True,Colosseum,Eiffel Tower,36-45,Larga(8-10h),Bajo,Lento,Media,Buena,Media
Cultural,False,Great Wall of China,"Colosseum, Great Wall of China",56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Nature, Architecture",True,Machu Picchu,"Machu Picchu, Colosseum, Taj Mahal",26-35,Larga(8-10h),Medio,Normal,Alta,Excelente,Media
"Architecture, Nature",True,Taj Mahal,"Colosseum, Machu Picchu",46-55,Larga(8-10h),Medio,Rápido,Alta,Buena,Media
"Cultural, Art, Nature",False,Machu Picchu,Taj Mahal,36-45,Corta(1-4h),Medio,Rápido,Alta,Buena,Media
Architecture,False,Great Wall of China,"Eiffel Tower, Colosseum, Great Wall of China",56+,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
"History, Nature",True,Colosseum,"Colosseum, Great Wall of China",56+,Larga(8-10h),Bajo,Rápido,Alta,Buena,Media
"Architecture, History",True,Colosseum,Colosseum,46-55,Corta(1-4h),Medio,Rápido,Alta,Buena,Media
"Architecture, Cultural",False,Great Wall of China,"Machu Picchu, Great Wall of China",36-45,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"History, Cultural",False,Great Wall of China,Taj Mahal,36-45,Larga(8-10h),Alto,Normal,Media,Buena,Alta
"Art, Nature, History",False,Eiffel Tower,"Great Wall of China, Colosseum, Taj Mahal",36-45,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
Nature,True,Taj Mahal,"Colosseum, Taj Mahal, Eiffel Tower",18-25,Media(5-7h),Alto,Rápido,Media,Regular,Alta
Art,True,Taj Mahal,"Taj Mahal, Machu Picchu",18-25,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Art, History",False,Eiffel Tower,"Machu Picchu, Eiffel Tower",18-25,Larga(8-10h),Alto,Normal,Media,Excelente,Alta
Nature,False,Machu Picchu,Taj Mahal,36-45,Media(5-7h),Bajo,Rápido,Alta,Excelente,Media
"Nature, Architecture",False,Taj Mahal,"Machu Picchu, Great Wall of China",18-25,Media(5-7h),Medio,Lento,Media,Buena,Alta
Art,False,Eiffel Tower,"Colosseum, Taj Mahal, Great Wall of China",56+,Corta(1-4h),Bajo,Rápido,Baja,Excelente,Media
"Art, History",True,Great Wall of China,Machu Picchu,18-25,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
Art,True,Machu Picchu,Eiffel Tower,36-45,Media(5-7h),Medio,Lento,Media,Buena,Media
"History, Cultural",False,Machu Picchu,"Machu Picchu, Eiffel Tower",36-45,Larga(8-10h),Medio,Rápido,Media,Excelente,Media
"Architecture, Art, Nature",False,Taj Mahal,Great Wall of China,56+,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"Art, Cultural, Nature",True,Great Wall of China,"Machu Picchu, Great Wall of China, Taj Mahal",26-35,Media(5-7h),Medio,Normal,Media,Buena,Media
Cultural,True,Machu Picchu,Machu Picchu,26-35,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Cultural, Art, Nature",True,Great Wall of China,"Great Wall of China, Taj Mahal",56+,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
"History, Nature, Cultural",True,Colosseum,"Colosseum, Machu Picchu, Eiffel Tower",26-35,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
"Cultural, Architecture",False,Eiffel Tower,Machu Picchu,56+,Media(5-7h),Medio,Rápido,Baja,Buena,Media
"Art, Cultural, History",True,Great Wall of China,"Eiffel Tower, Great Wall of China, Colosseum",46-55,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
"Cultural, Art",True,Taj Mahal,Taj Mahal,46-55,Larga(8-10h),Bajo,Lento,Alta,Excelente,Media
Nature,False,Great Wall of China,"Taj Mahal, Colosseum",26-35,Corta(1-4h),Alto,Normal,Alta,Buena,Alta
"History, Cultural",False,Great Wall of China,"Taj Mahal, Machu Picchu, Colosseum",18-25,Media(5-7h),Alto,Normal,Media,Buena,Alta
"History, Cultural, Art",True,Eiffel Tower,Great Wall of China,36-45,Media(5-7h),Alto,Normal,Alta,Buena,Alta
"History, Nature",True,Colosseum,Eiffel Tower,46-55,Media(5-7h),Medio,Lento,Alta,Regular,Alta
"History, Architecture, Nature",False,Taj Mahal,Great Wall of China,18-25,Media(5-7h),Medio,Lento,Media,Buena,Media
"Art, Nature, History",True,Colosseum,Colosseum,56+,Corta(1-4h),Alto,Lento,Media,Buena,Alta
Art,False,Eiffel Tower,Machu Picchu,36-45,Corta(1-4h),Medio,Lento,Baja,Buena,Media
"Art, Nature, History",False,Colosseum,"Machu Picchu, Great Wall of China",26-35,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Architecture, Art",False,Great Wall of China,"Eiffel Tower, Colosseum",46-55,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Architecture, Art",False,Machu Picchu,"Great Wall of China, Eiffel Tower, Colosseum",36-45,Media(5-7h),Alto,Normal,Media,Regular,Alta
Architecture,False,Great Wall of China,"Taj Mahal, Machu Picchu",26-35,Corta(1-4h),Bajo,Lento,Alta,Buena,Media
"History, Nature",True,Taj Mahal,"Machu Picchu, Great Wall of China",56+,Media(5-7h),Medio,Lento,Media,Buena,Alta
History,True,Colosseum,"Taj Mahal, Machu Picchu, Eiffel Tower",36-45,Media(5-7h),Bajo,Normal,Baja,Buena,Media
"Nature, Architecture",False,Colosseum,"Great Wall of China, Machu Picchu",18-25,Corta(1-4h),Medio,Rápido,Alta,Excelente,Media
"Cultural, History",True,Taj Mahal,Great Wall of China,36-45,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Architecture, Art",True,Eiffel Tower,"Colosseum, Eiffel Tower",36-45,Media(5-7h),Medio,Normal,Media,Buena,Media
Nature,True,Machu Picchu,"Machu Picchu, Taj Mahal, Great Wall of China",36-45,Corta(1-4h),Medio,Rápido,Baja,Buena,Media
"Nature, History",False,Colosseum,"Colosseum, Machu Picchu",46-55,Larga(8-10h),Alto,Lento,Media,Buena,Alta
Art,False,Colosseum,"Eiffel Tower, Great Wall of China",36-45,Corta(1-4h),Alto,Normal,Media,Buena,Alta
"History, Architecture, Art",True,Colosseum,"Colosseum, Machu Picchu, Eiffel Tower",36-45,Media(5-7h),Medio,Lento,Media,Buena,Media
"Cultural, History",False,Colosseum,Taj Mahal,56+,Corta(1-4h),Medio,Normal,Alta,Regular,Media
"Architecture, Nature",False,Eiffel Tower,"Machu Picchu, Colosseum",36-45,Media(5-7h),Medio,Lento,Media,Buena,Media
Art,False,Machu Picchu,"Great Wall of China, Machu Picchu, Colosseum",26-35,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Cultural, History",True,Colosseum,"Taj Mahal, Great Wall of China",46-55,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Cultural, History, Art",False,Machu Picchu,"Machu Picchu, Colosseum, Taj Mahal",56+,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Art, Architecture",False,Machu Picchu,"Taj Mahal, Eiffel Tower",26-35,Media(5-7h),Medio,Normal,Media,Buena,Media
"Art, Architecture, Cultural",False,Machu Picchu,Great Wall of China,36-45,Media(5-7h),Alto,Normal,Media,Regular,Alta
"Cultural, Art, History",True,Great Wall of China,"Taj Mahal, Eiffel Tower, Great Wall of China",18-25,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
History,False,Eiffel Tower,"Taj Mahal, Colosseum, Great Wall of China",56+,Corta(1-4h),Bajo,Rápido,Media,Excelente,Media
Architecture,True,Great Wall of China,Great Wall of China,46-55,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"History, Art",True,Colosseum,"Taj Mahal, Eiffel Tower, Colosseum",46-55,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Art, Architecture, History",True,Colosseum,"Taj Mahal, Eiffel Tower, Great Wall of China",26-35,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Architecture, Cultural",True,Taj Mahal,"Machu Picchu, Eiffel Tower, Colosseum",36-45,Larga(8-10h),Medio,Lento,Alta,Excelente,Media
"History, Art, Architecture",False,Taj Mahal,"Machu Picchu, Great Wall of China, Eiffel Tower",56+,Media(5-7h),Alto,Lento,Alta,Buena,Alta
Architecture,True,Eiffel Tower,Great Wall of China,26-35,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"History, Architecture, Cultural",True,Great Wall of China,Great Wall of China,26-35,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Art, Nature",False,Taj Mahal,"Great Wall of China, Colosseum",18-25,Media(5-7h),Medio,Lento,Media,Buena,Media
"History, Architecture",True,Colosseum,"Colosseum, Eiffel Tower",56+,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
"Cultural, Nature, Art",False,Machu Picchu,Eiffel Tower,26-35,Corta(1-4h),Medio,Rápido,Media,Buena,Media
"Cultural, Nature, Architecture",False,Colosseum,"Great Wall of China, Taj Mahal, Colosseum",56+,Larga(8-10h),Bajo,Lento,Alta,Excelente,Media
"Architecture, Nature",True,Colosseum,"Taj Mahal, Machu Picchu",46-55,Larga(8-10h),Medio,Lento,Media,Excelente,Media
Architecture,False,Eiffel Tower,"Machu Picchu, Colosseum",18-25,Larga(8-10h),Bajo,Lento,Baja,Buena,Media
"History, Nature",False,Taj Mahal,"Taj Mahal, Eiffel Tower",56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"History, Architecture, Nature",False,Colosseum,"Colosseum, Great Wall of China",56+,Media(5-7h),Alto,Normal,Media,Buena,Alta
"Art, Cultural, Architecture",True,Machu Picchu,"Colosseum, Eiffel Tower",46-55,Media(5-7h),Bajo,Rápido,Alta,Buena,Media
Art,False,Taj Mahal,"Machu Picchu, Great Wall of China, Colosseum",56+,Media(5-7h),Alto,Rápido,Baja,Excelente,Alta
"Cultural, Architecture",True,Colosseum,Eiffel Tower,56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Art, History",True,Colosseum,"Machu Picchu, Taj Mahal, Great Wall of China",36-45,Media(5-7h),Medio,Lento,Alta,Buena,Media
"Art, Architecture",False,Eiffel Tower,Taj Mahal,46-55,Larga(8-10h),Bajo,Normal,Media,Buena,Media
"Nature, Cultural",True,Taj Mahal,"Taj Mahal, Machu Picchu",46-55,Larga(8-10h),Alto,Lento,Media,Excelente,Alta
Nature,False,Machu Picchu,Colosseum,18-25,Media(5-7h),Medio,Lento,Alta,Buena,Media
"History, Cultural",True,Machu Picchu,"Great Wall of China, Colosseum",18-25,Media(5-7h),Bajo,Normal,Baja,Buena,Media
"History, Art",True,Great Wall of China,"Eiffel Tower, Machu Picchu, Great Wall of China",26-35,Larga(8-10h),Medio,Rápido,Media,Excelente,Media
"Cultural, Architecture",False,Machu Picchu,"Taj Mahal, Machu Picchu, Colosseum",56+,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
"Architecture, Nature, Art",True,Great Wall of China,"Taj Mahal, Machu Picchu",26-35,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Architecture, History",False,Great Wall of China,Taj Mahal,56+,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
Art,True,Machu Picchu,"Great Wall of China, Taj Mahal",26-35,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Art, Nature, Architecture",True,Taj Mahal,"Colosseum, Eiffel Tower, Great Wall of China",26-35,Media(5-7h),Medio,Rápido,Alta,Buena,Media
"Cultural, History",False,Great Wall of China,"Great Wall of China, Eiffel Tower",46-55,Media(5-7h),Medio,Lento,Media,Buena,Media
"History, Nature",True,Machu Picchu,"Colosseum, Taj Mahal, Eiffel Tower",18-25,Larga(8-10h),Medio,Rápido,Alta,Buena,Media
"History, Architecture",False,Machu Picchu,Great Wall of China,46-55,Corta(1-4h),Medio,Lento,Alta,Buena,Media
Nature,False,Eiffel Tower,"Eiffel Tower, Colosseum, Great Wall of China",18-25,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Cultural, Art",True,Colosseum,"Machu Picchu, Colosseum",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Architecture, Cultural, Nature",True,Eiffel Tower,"Machu Picchu, Great Wall of China",36-45,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Art, Architecture, Nature",True,Colosseum,"Colosseum, Great Wall of China",26-35,Media(5-7h),Medio,Rápido,Media,Buena,Media
"History, Nature, Architecture",True,Machu Picchu,Taj Mahal,36-45,Media(5-7h),Alto,Normal,Baja,Buena,Alta
History,False,Taj Mahal,"Machu Picchu, Eiffel Tower",26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
Nature,True,Taj Mahal,"Colosseum, Machu Picchu",26-35,Corta(1-4h),Bajo,Lento,Media,Excelente,Media
"Art, Architecture, Cultural",False,Great Wall of China,"Machu Picchu, Eiffel Tower, Great Wall of China",18-25,Corta(1-4h),Alto,Lento,Alta,Excelente,Alta
"Nature, History, Architecture",False,Eiffel Tower,"Machu Picchu, Colosseum, Taj Mahal",56+,Corta(1-4h),Medio,Lento,Alta,Buena,Media
"History, Art",True,Eiffel Tower,Taj Mahal,36-45,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"History, Nature, Cultural",False,Colosseum,Taj Mahal,18-25,Corta(1-4h),Alto,Lento,Media,Buena,Alta
"History, Art, Cultural",False,Machu Picchu,"Great Wall of China, Taj Mahal",56+,Corta(1-4h),Alto,Rápido,Alta,Excelente,Alta
"Art, Cultural",False,Machu Picchu,"Machu Picchu, Taj Mahal, Great Wall of China",56+,Media(5-7h),Medio,Lento,Media,Buena,Media
"Art, Architecture",True,Eiffel Tower,"Machu Picchu, Great Wall of China",36-45,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Art, Nature",False,Colosseum,Taj Mahal,18-25,Media(5-7h),Medio,Normal,Alta,Excelente,Media
"Nature, History, Art",False,Taj Mahal,"Eiffel Tower, Taj Mahal, Colosseum",46-55,Media(5-7h),Alto,Normal,Alta,Buena,Alta
History,True,Colosseum,"Eiffel Tower, Machu Picchu, Colosseum",26-35,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Architecture, Cultural",False,Colosseum,Eiffel Tower,26-35,Media(5-7h),Medio,Lento,Alta,Buena,Media
"Art, Architecture",False,Eiffel Tower,"Eiffel Tower, Great Wall of China, Taj Mahal",46-55,Media(5-7h),Bajo,Lento,Baja,Buena,Media
"Cultural, History",False,Eiffel Tower,"Colosseum, Great Wall of China, Taj Mahal",18-25,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
"History, Architecture, Cultural",True,Eiffel Tower,"Eiffel Tower, Great Wall of China",46-55,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Art, History, Architecture",True,Eiffel Tower,"Colosseum, Great Wall of China",26-35,Media(5-7h),Medio,Lento,Media,Buena,Media
"History, Nature, Cultural",True,Taj Mahal,"Machu Picchu, Eiffel Tower",46-55,Media(5-7h),Medio,Lento,Alta,Buena,Media
Cultural,True,Taj Mahal,"Machu Picchu, Eiffel Tower",18-25,Media(5-7h),Medio,Normal,Baja,Buena,Media
"Cultural, Nature",True,Machu Picchu,"Colosseum, Machu Picchu",56+,Media(5-7h),Medio,Normal,Alta,Buena,Media
"Art, Nature, History",True,Great Wall of China,"Machu Picchu, Taj Mahal, Colosseum",26-35,Corta(1-4h),Medio,Rápido,Media,Regular,Media
"History, Architecture",False,Great Wall of China,"Colosseum, Machu Picchu",46-55,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Nature, History",False,Great Wall of China,"Eiffel Tower, Great Wall of China",46-55,Media(5-7h),Alto,Lento,Media,Buena,Alta
"History, Nature, Cultural",True,Machu Picchu,"Great Wall of China, Machu Picchu",18-25,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"Nature, Cultural, Art",False,Colosseum,"Colosseum, Eiffel Tower, Taj Mahal",26-35,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
Architecture,False,Taj Mahal,Eiffel Tower,36-45,Media(5-7h),Medio,Lento,Baja,Excelente,Media
"Cultural, Nature",False,Taj Mahal,"Machu Picchu, Colosseum",36-45,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"Nature, History",True,Taj Mahal,"Taj Mahal, Colosseum",56+,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"Art, Nature",False,Colosseum,"Machu Picchu, Eiffel Tower, Colosseum",18-25,Media(5-7h),Medio,Lento,Baja,Regular,Media
"Nature, Art",False,Taj Mahal,Taj Mahal,46-55,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Architecture",False,Eiffel Tower,Taj Mahal,26-35,Corta(1-4h),Bajo,Normal,Media,Buena,Media
"Architecture, Cultural, Nature",True,Great Wall of China,Taj Mahal,56+,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Nature, History",True,Eiffel Tower,Taj Mahal,36-45,Larga(8-10h),Medio,Normal,Media,Excelente,Media
History,False,Eiffel Tower,"Eiffel Tower, Taj Mahal, Great Wall of China",46-55,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Nature, History, Cultural",True,Machu Picchu,Eiffel Tower,36-45,Media(5-7h),Medio,Rápido,Alta,Buena,Media
"Cultural, Nature, History",True,Taj Mahal,Machu Picchu,36-45,Corta(1-4h),Medio,Rápido,Alta,Buena,Media
"Nature, History",False,Eiffel Tower,Colosseum,46-55,Media(5-7h),Alto,Rápido,Media,Buena,Alta
Architecture,True,Great Wall of China,Machu Picchu,56+,Corta(1-4h),Bajo,Lento,Media,Buena,Media
"Architecture, Cultural",False,Colosseum,"Taj Mahal, Colosseum, Machu Picchu",56+,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Architecture",True,Eiffel Tower,"Colosseum, Eiffel Tower, Great Wall of China",46-55,Larga(8-10h),Bajo,Rápido,Media,Excelente,Media
"Art, History",False,Machu Picchu,"Taj Mahal, Colosseum, Great Wall of China",18-25,Media(5-7h),Alto,Lento,Media,Regular,Alta
Architecture,False,Colosseum,"Taj Mahal, Machu Picchu, Eiffel Tower",26-35,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
"Art, History",True,Machu Picchu,Machu Picchu,26-35,Corta(1-4h),Medio,Rápido,Alta,Buena,Media
"Nature, Architecture, Art",True,Great Wall of China,"Taj Mahal, Great Wall of China, Machu Picchu",26-35,Larga(8-10h),Alto,Normal,Media,Buena,Alta
"Art, Nature, History",False,Machu Picchu,"Eiffel Tower, Taj Mahal",26-35,Media(5-7h),Alto,Normal,Media,Buena,Alta
History,True,Colosseum,"Machu Picchu, Eiffel Tower",36-45,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"History, Cultural, Nature",False,Great Wall of China,"Taj Mahal, Machu Picchu",46-55,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Cultural, Architecture",False,Eiffel Tower,Great Wall of China,46-55,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Nature, Cultural",False,Machu Picchu,Taj Mahal,18-25,Corta(1-4h),Bajo,Rápido,Media,Excelente,Media
Cultural,False,Taj Mahal,"Taj Mahal, Eiffel Tower",36-45,Larga(8-10h),Medio,Rápido,Alta,Buena,Media
Nature,True,Machu Picchu,"Machu Picchu, Eiffel Tower",56+,Media(5-7h),Medio,Rápido,Alta,Excelente,Media
"Art, Cultural",False,Eiffel Tower,Eiffel Tower,36-45,Larga(8-10h),Medio,Normal,Media,Buena,Media
Cultural,False,Machu Picchu,Great Wall of China,18-25,Corta(1-4h),Medio,Rápido,Alta,Excelente,Media
"History, Cultural",False,Taj Mahal,"Eiffel Tower, Colosseum",56+,Corta(1-4h),Medio,Normal,Media,Excelente,Media
Cultural,True,Colosseum,"Colosseum, Machu Picchu, Taj Mahal",18-25,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Nature, Cultural",False,Colosseum,"Colosseum, Eiffel Tower, Great Wall of China",26-35,Media(5-7h),Alto,Rápido,Alta,Excelente,Alta
"Nature, History, Art",True,Colosseum,Machu Picchu,56+,Corta(1-4h),Medio,Rápido,Media,Buena,Alta
Nature,False,Machu Picchu,Colosseum,56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Cultural, Nature",False,Eiffel Tower,"Machu Picchu, Eiffel Tower, Colosseum",46-55,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Nature, History, Architecture",False,Great Wall of China,Colosseum,18-25,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
"Architecture, Cultural, History",True,Eiffel Tower,"Eiffel Tower, Colosseum",56+,Corta(1-4h),Medio,Normal,Media,Buena,Media
"Art, Cultural",True,Colosseum,Machu Picchu,26-35,Media(5-7h),Medio,Normal,Alta,Excelente,Media
History,True,Eiffel Tower,"Eiffel Tower, Taj Mahal",26-35,Media(5-7h),Medio,Normal,Alta,Excelente,Media
"Nature, Art, Architecture",False,Taj Mahal,"Eiffel Tower, Taj Mahal, Great Wall of China",26-35,Larga(8-10h),Alto,Rápido,Alta,Buena,Alta
"Cultural, Architecture",False,Taj Mahal,"Taj Mahal, Machu Picchu",56+,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Nature, History",True,Eiffel Tower,"Colosseum, Eiffel Tower",36-45,Larga(8-10h),Medio,Rápido,Media,Excelente,Media
Art,True,Machu Picchu,"Eiffel Tower, Colosseum",56+,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Architecture, History, Art",True,Great Wall of China,Colosseum,36-45,Corta(1-4h),Alto,Lento,Media,Buena,Alta
"Cultural, Art",False,Great Wall of China,"Eiffel Tower, Colosseum, Great Wall of China",46-55,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Architecture, History",False,Taj Mahal,"Great Wall of China, Taj Mahal",46-55,Media(5-7h),Bajo,Normal,Media,Excelente,Media
"Nature, Cultural",False,Eiffel Tower,Eiffel Tower,56+,Corta(1-4h),Alto,Lento,Alta,Buena,Alta
Nature,True,Machu Picchu,Machu Picchu,36-45,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
"Art, Nature",False,Colosseum,"Taj Mahal, Colosseum",26-35,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Nature, History, Art",True,Great Wall of China,"Colosseum, Eiffel Tower, Great Wall of China",56+,Media(5-7h),Alto,Normal,Media,Buena,Alta
