antecedents,consequents,support,confidence,lift
Natural Silver,"DDR4, Processing & Multitasking, Thin and Light Laptop",0.0583,0.8333,2.0922
"8 GB, Intel, Processing & Multitasking, Windows 10 Home","Core i5, DDR4",0.0943,0.5669,2.0904
"Core i3, Everyday Use","8 GB, DDR4, Intel",0.071,0.8072,2.082
"Core i3, Thin and Light Laptop, Windows 11 Home","8 GB, Intel",0.0583,0.8594,2.0801
"Core i5, Windows 10 Home","8 GB, DDR4, Intel, Processing & Multitasking",0.0943,0.6357,2.0765
"Core i3, Windows 11 Home","8 GB, DDR4, Intel",0.0784,0.8043,2.0746
"Core i5, DDR4, Windows 10 Home","8 GB, Intel, Processing & Multitasking",0.0943,0.6846,2.0714
"Core i5, Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.071,0.7976,2.0686
"Core i3, DDR4","8 GB, Intel, Thin and Light Laptop",0.1081,0.5075,2.0648
"8 GB, Core i5, DDR4, Thin and Light Laptop","Intel, Processing & Multitasking, Windows 10 Home",0.0583,0.5446,2.0645
"Core i3, DDR4, Thin and Light Laptop, Windows 11 Home","8 GB, Intel",0.0551,0.8525,2.0634
"Core i3, DDR4, Processing & Multitasking, Windows 11 Home","8 GB, Intel",0.0604,0.8507,2.0592
"8 GB, Intel, Windows 10 Home","Core i5, DDR4",0.1081,0.5574,2.0553
Core i3,"8 GB, Intel, Thin and Light Laptop",0.1112,0.5048,2.054
"Core i5, Windows 10 Home","8 GB, Intel, Processing & Multitasking",0.1006,0.6786,2.0531
"Core i3, Processing & Multitasking, Windows 11 Home","DDR4, Intel, Thin and Light Laptop",0.053,0.6757,2.0509
"DDR4, Intel, Thin and Light Laptop, Windows 10 Home","Core i5, Processing & Multitasking",0.0752,0.5379,2.0474
"Intel, Thin and Light Laptop, Windows 10 Home","Core i5, Processing & Multitasking",0.0847,0.5369,2.0437
"Core i7, DDR4","Intel, Windows 10 Home",0.0519,0.6364,2.0433
"Core i3, Everyday Use","8 GB, Intel",0.0742,0.8434,2.0414
"Core i3, Thin and Light Laptop","8 GB, DDR4, Intel, Processing & Multitasking",0.0869,0.6212,2.0291
"Core i3, DDR4, Windows 11 Home","8 GB, Intel, Processing & Multitasking",0.0604,0.6706,2.029
"8 GB, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home","Core i5, DDR4",0.0583,0.55,2.0281
"Core i3, DDR4, Everyday Use","8 GB, Intel",0.071,0.8375,2.0272
"Core i3, Thin and Light Laptop, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.0519,0.98,2.0243
"Core i3, Windows 11 Home","8 GB, DDR4, Intel, Processing & Multitasking",0.0604,0.6196,2.0238
"8 GB, Core i5, Thin and Light Laptop","Intel, Processing & Multitasking, Windows 10 Home",0.0636,0.531,2.013
"Core i3, Windows 11 Home","DDR4, Intel, Thin and Light Laptop",0.0646,0.663,2.0126
"8 GB, Intel, Thin and Light Laptop, Windows 10 Home","Core i5, DDR4",0.0583,0.5446,2.008
"Core i3, Windows 10 Home","DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",0.0519,0.5833,2.0024
"Core i3, Processing & Multitasking","DDR4, Intel, Thin and Light Laptop",0.1144,0.6585,1.9989
"Core i3, Thin and Light Laptop","8 GB, DDR4, Intel",0.1081,0.7727,1.993
"Natural Silver, Processing & Multitasking","DDR4, Thin and Light Laptop",0.0583,0.8871,1.9891
"Core i3, Processing & Multitasking, Windows 11 Home","8 GB, DDR4, Intel",0.0604,0.7703,1.9867
"Core i5, DDR4, Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.0519,0.7656,1.9856
"8 GB, Intel, Windows 10 Home","Core i5, Processing & Multitasking",0.1006,0.5191,1.976
Core i3,"8 GB, DDR4, Intel",0.1684,0.7644,1.9716
"8 GB, Intel, Processing & Multitasking, Windows 10 Home",Core i5,0.1006,0.6051,1.9697
"DDR4, Gaming Laptop, Intel",16 GB,0.0689,0.6019,1.9659
"Gaming Laptop, Intel",16 GB,0.0763,0.6,1.9599
"Gaming, Gaming Laptop, Processing & Multitasking","DDR4, Windows 10 Home",0.0731,0.8118,1.9599
"8 GB, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Core i5,0.0636,0.6,1.9531
"8 GB, Core i3, Windows 11 Home","DDR4, Intel, Thin and Light Laptop",0.0551,0.642,1.9486
"Core i3, Thin and Light Laptop","8 GB, Intel, Processing & Multitasking",0.09,0.6439,1.9483
"Core i3, Windows 10 Home","8 GB, DDR4, Intel, Processing & Multitasking",0.053,0.5952,1.9443
"16 GB, Core i5, Processing & Multitasking","Intel, Thin and Light Laptop",0.0625,0.7468,1.9368
"Core i3, DDR4, Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.053,0.7463,1.9354
"8 GB, Intel, Thin and Light Laptop, Windows 10 Home",Core i5,0.0636,0.5941,1.9338
Core i3,"8 GB, Intel",0.1758,0.7981,1.9318
"16 GB, Core i5","Intel, Processing & Multitasking, Thin and Light Laptop",0.0625,0.6705,1.9296
"8 GB, Core i3, Processing & Multitasking","DDR4, Intel, Thin and Light Laptop",0.0869,0.6357,1.9295
"8 GB, Everyday Use, Thin and Light Laptop","DDR4, Windows 11 Home",0.0614,0.617,1.9287
"Core i5, Windows 11 Home","Intel, Processing & Multitasking, Thin and Light Laptop",0.071,0.67,1.9283
"Core i3, Thin and Light Laptop","8 GB, Intel",0.1112,0.7955,1.9254
"Core i3, DDR4, Thin and Light Laptop","8 GB, Intel, Processing & Multitasking",0.0869,0.6357,1.9233
"8 GB, Intel, Windows 10 Home",Core i5,0.1144,0.5902,1.9211
"8 GB, Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop","Intel, Windows 10 Home",0.0583,0.5978,1.9196
"Core i5, Windows 11 Home","Intel, Thin and Light Laptop",0.0784,0.74,1.9191
"Core i3, Processing & Multitasking","8 GB, DDR4, Intel",0.1292,0.7439,1.9187
"8 GB, DDR4, Intel, Processing & Multitasking, Windows 10 Home",Core i5,0.0943,0.5894,1.9186
Core i3,"8 GB, DDR4, Intel, Processing & Multitasking",0.1292,0.5865,1.9159
"Core i3, DDR4","8 GB, Intel",0.1684,0.791,1.9147
"8 GB, DDR4, Intel, Windows 10 Home","Core i5, Processing & Multitasking",0.0943,0.5028,1.914
"Core i3, DDR4, Thin and Light Laptop","8 GB, Intel",0.1081,0.7907,1.9139
"Core i3, Processing & Multitasking, Thin and Light Laptop","8 GB, DDR4, Intel",0.0869,0.7387,1.9054
"Core i3, Processing & Multitasking","8 GB, Intel",0.1367,0.7866,1.9039
Natural Silver,"DDR4, Thin and Light Laptop",0.0593,0.8485,1.9025
"Core i5, DDR4, Windows 10 Home","8 GB, Intel",0.1081,0.7846,1.8992
"Core i5, DDR4, Thin and Light Laptop","8 GB, Intel, Processing & Multitasking",0.0975,0.6259,1.8936
"8 GB, Core i5, Thin and Light Laptop, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.0583,0.9167,1.8935
"8 GB, Core i5, DDR4, Processing & Multitasking","Intel, Windows 10 Home",0.0943,0.5894,1.8925
"Core i5, DDR4, Processing & Multitasking, Windows 10 Home","8 GB, Intel",0.0943,0.7807,1.8897
"8 GB, DDR4, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Core i5,0.0583,0.5789,1.8846
Core i3,"DDR4, Intel, Thin and Light Laptop",0.1367,0.6202,1.8825
"Core i3, DDR4, Processing & Multitasking","8 GB, Intel",0.1292,0.7771,1.8809
"Core i5, Windows 10 Home","8 GB, DDR4, Intel",0.1081,0.7286,1.8792
Core i3,"8 GB, Intel, Processing & Multitasking",0.1367,0.6202,1.8765
"8 GB, DDR4, Intel, Windows 10 Home",Core i5,0.1081,0.5763,1.8759
"Core i5, DDR4, Thin and Light Laptop, Windows 10 Home","8 GB, Intel",0.0583,0.7746,1.875
"Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home","8 GB, Intel",0.0583,0.7746,1.875
"Core i5, Windows 10 Home","8 GB, Intel",0.1144,0.7714,1.8673
"Core i3, Windows 11 Home","DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",0.053,0.5435,1.8656
"8 GB, Core i3","DDR4, Intel, Thin and Light Laptop",0.1081,0.6145,1.8651
"8 GB, DDR4, Intel, Thin and Light Laptop, Windows 10 Home",Core i5,0.0583,0.5729,1.8649
"Core i3, DDR4, Windows 11 Home","Intel, Thin and Light Laptop",0.0646,0.7176,1.8612
"8 GB, Core i5, Processing & Multitasking","DDR4, Intel, Windows 10 Home",0.0943,0.5361,1.8607
"Everyday Use, Thin and Light Laptop","DDR4, Windows 11 Home",0.0731,0.5948,1.8593
"Gaming, Gaming Laptop, Intel",16 GB,0.0657,0.5688,1.858
"Core i3, Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.0561,0.7162,1.8574
"Core i5, Processing & Multitasking, Windows 10 Home","8 GB, Intel",0.1006,0.7661,1.8544
"Core i3, Processing & Multitasking, Thin and Light Laptop","8 GB, Intel",0.09,0.7658,1.8535
"8 GB, Core i5, Processing & Multitasking, Thin and Light Laptop","Intel, Windows 10 Home",0.0636,0.5769,1.8524
"8 GB, Core i3, Thin and Light Laptop","Intel, Windows 11 Home",0.0583,0.5238,1.852
"Core i5, Processing & Multitasking, Windows 10 Home","8 GB, DDR4, Intel",0.0943,0.7177,1.8512
"DDR4, Gaming, Gaming Laptop, Intel",16 GB,0.0593,0.5657,1.8477
Gaming Laptop,16 GB,0.125,0.5646,1.8442
"Core i5, DDR4, Windows 11 Home","Intel, Thin and Light Laptop",0.0593,0.7089,1.8384
"Core i3, DDR4, Processing & Multitasking, Thin and Light Laptop","8 GB, Intel",0.0869,0.7593,1.8378
"8 GB, Core i5, Processing & Multitasking","Intel, Windows 10 Home",0.1006,0.5723,1.8376
"Core i3, DDR4","8 GB, Intel, Processing & Multitasking",0.1292,0.607,1.8365
"8 GB, Core i5, Processing & Multitasking, Thin and Light Laptop","DDR4, Intel, Windows 10 Home",0.0583,0.5288,1.8354
"Core i3, DDR4, Intel, Windows 11 Home","8 GB, Thin and Light Laptop",0.0551,0.6118,1.8334
"Core i3, DDR4, Windows 11 Home","8 GB, Thin and Light Laptop",0.0551,0.6118,1.8334
"Core i5, Thin and Light Laptop, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.0752,0.8875,1.8333
"8 GB, Core i3, DDR4, Windows 11 Home","Intel, Thin and Light Laptop",0.0551,0.7027,1.8224
"DDR4, Gaming Laptop, Processing & Multitasking",16 GB,0.0572,0.5567,1.8184
"8 GB, Gaming, Gaming Laptop","DDR4, Windows 10 Home",0.0646,0.7531,1.8182
"16 GB, DDR4, Intel, Processing & Multitasking",Core i5,0.0657,0.5586,1.8182
"Core i3, Processing & Multitasking, Windows 10 Home","8 GB, DDR4, Intel",0.053,0.7042,1.8164
"DDR4, Natural Silver","Processing & Multitasking, Thin and Light Laptop",0.0583,0.8462,1.8154
"Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home","8 GB, Intel",0.0636,0.75,1.8154
"Core i5, Thin and Light Laptop, Windows 10 Home","8 GB, Intel",0.0636,0.75,1.8154
"DDR4, Gaming Laptop",16 GB,0.1123,0.555,1.8128
"Core i3, Windows 10 Home","8 GB, DDR4, Intel",0.0625,0.7024,1.8116
"Gaming Laptop, Processing & Multitasking",16 GB,0.0593,0.5545,1.8111
"8 GB, Core i5, DDR4","Intel, Windows 10 Home",0.1081,0.5635,1.8094
"Core i3, Windows 10 Home","DDR4, Intel, Thin and Light Laptop",0.053,0.5952,1.8068
"Core i3, Windows 11 Home","Intel, Thin and Light Laptop",0.0678,0.6957,1.8041
"8 GB, Core i3, DDR4, Thin and Light Laptop","Intel, Windows 11 Home",0.0551,0.5098,1.8025
"Core i3, DDR4, Windows 10 Home","8 GB, Intel, Processing & Multitasking",0.053,0.5952,1.801
"Core i3, Windows 10 Home","8 GB, Intel, Processing & Multitasking",0.053,0.5952,1.801
"Core i5, Thin and Light Laptop","8 GB, Intel, Processing & Multitasking",0.1102,0.5943,1.7981
"8 GB, Core i5","DDR4, Intel, Windows 10 Home",0.1081,0.5178,1.797
"Gaming, Gaming Laptop",16 GB,0.1112,0.5497,1.7957
"Gaming, Gaming Laptop, Processing & Multitasking",Windows 10 Home,0.0731,0.8118,1.7946
"DDR4, Gaming, Gaming Laptop, Processing & Multitasking",Windows 10 Home,0.0731,0.8118,1.7946
"16 GB, Thin and Light Laptop","Processing & Multitasking, Windows 11 Home",0.0678,0.5246,1.7943
"Gaming Laptop, Processing & Multitasking","DDR4, Windows 10 Home",0.0794,0.7426,1.7928
"Core i3, Everyday Use","DDR4, Intel, Thin and Light Laptop",0.0519,0.5904,1.792
"Core i3, Intel, Windows 11 Home","8 GB, Thin and Light Laptop",0.0583,0.5978,1.7916
"Core i3, Windows 11 Home","8 GB, Thin and Light Laptop",0.0583,0.5978,1.7916
"Core i3, Intel, Windows 11 Home","8 GB, DDR4, Thin and Light Laptop",0.0551,0.5652,1.7905
"Core i3, Windows 11 Home","8 GB, DDR4, Thin and Light Laptop",0.0551,0.5652,1.7905
"Core i3, Processing & Multitasking, Windows 10 Home","Intel, Thin and Light Laptop",0.0519,0.6901,1.7898
"Core i3, DDR4, Processing & Multitasking, Windows 10 Home","Intel, Thin and Light Laptop",0.0519,0.6901,1.7898
Natural Silver,"Processing & Multitasking, Thin and Light Laptop",0.0583,0.8333,1.7879
"Core i5, DDR4, Windows 11 Home","Intel, Processing & Multitasking, Thin and Light Laptop",0.0519,0.6203,1.7851
"Core i5, DDR4","8 GB, Intel, Processing & Multitasking",0.16,0.5898,1.7847
"Core i3, DDR4, Processing & Multitasking","Intel, Thin and Light Laptop",0.1144,0.6879,1.784
Core i3,"DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",0.1144,0.5192,1.7824
"Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home","8 GB, DDR4, Intel",0.0583,0.6875,1.7732
"Core i5, Thin and Light Laptop, Windows 10 Home","8 GB, DDR4, Intel",0.0583,0.6875,1.7732
"Core i5, Processing & Multitasking, Windows 11 Home","DDR4, Intel, Thin and Light Laptop",0.0519,0.5833,1.7706
"16 GB, Core i5","Intel, Thin and Light Laptop",0.0636,0.6818,1.7682
"Everyday Use, Thin and Light Laptop","Intel, Windows 11 Home",0.0614,0.5,1.7678
"DDR4, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Core i5,0.0752,0.542,1.7643
"Everyday Use, Processing & Multitasking, Thin and Light Laptop",Windows 11 Home,0.053,0.6849,1.7618
"8 GB, Gaming Laptop","DDR4, Windows 10 Home",0.0657,0.7294,1.761
"8 GB, Core i3, Windows 11 Home","Intel, Thin and Light Laptop",0.0583,0.679,1.761
"8 GB, Core i5","Intel, Windows 10 Home",0.1144,0.5482,1.7603
"Gaming, Processing & Multitasking",Windows 10 Home,0.0869,0.7961,1.76
"Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Core i5,0.0847,0.5405,1.7596
"Gaming, Intel",16 GB,0.0667,0.5385,1.7589
"8 GB, Core i5, Processing & Multitasking, Windows 10 Home","DDR4, Intel, Thin and Light Laptop",0.0583,0.5789,1.7573
"Core i3, Processing & Multitasking","Intel, Thin and Light Laptop",0.1176,0.6768,1.7553
"DDR4, Natural Silver, Processing & Multitasking",Thin and Light Laptop,0.0583,0.9016,1.7549
"DDR4, Gaming, Gaming Laptop",16 GB,0.1006,0.5367,1.7532
"Everyday Use, Intel, Thin and Light Laptop","DDR4, Windows 11 Home",0.054,0.5604,1.7518
"Core i5, Thin and Light Laptop, Windows 10 Home","Intel, Processing & Multitasking",0.0847,1.0,1.7514
"8 GB, Core i5, Thin and Light Laptop, Windows 10 Home","Intel, Processing & Multitasking",0.0636,1.0,1.7514
Core i7,"Intel, Windows 10 Home",0.0636,0.5455,1.7514
"8 GB, Core i5, DDR4, Thin and Light Laptop, Windows 10 Home","Intel, Processing & Multitasking",0.0583,1.0,1.7514
"Core i5, DDR4, Thin and Light Laptop, Windows 10 Home","Intel, Processing & Multitasking",0.0752,1.0,1.7514
"DDR4, Intel, Thin and Light Laptop, Windows 10 Home",Core i5,0.0752,0.5379,1.7509
"8 GB, Core i3, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.053,0.8475,1.7505
"8 GB, Core i5, DDR4, Thin and Light Laptop","Intel, Windows 10 Home",0.0583,0.5446,1.7485
"8 GB, Core i5, Windows 10 Home","DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",0.0583,0.5093,1.7481
"Intel, Thin and Light Laptop, Windows 10 Home",Core i5,0.0847,0.5369,1.7477
"Core i3, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.0752,0.8452,1.746
"8 GB, Core i3, DDR4, Processing & Multitasking","Intel, Thin and Light Laptop",0.0869,0.6721,1.7431
Gaming,16 GB,0.1186,0.5333,1.7421
"Core i5, Windows 10 Home","DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",0.0752,0.5071,1.7409
"DDR4, Gaming, Intel",16 GB,0.0604,0.5327,1.7401
"Core i5, Processing & Multitasking, Windows 10 Home","DDR4, Intel, Thin and Light Laptop",0.0752,0.5726,1.738
"8 GB, Intel, Processing & Multitasking",Core i5,0.1758,0.5321,1.7319
Core i5,"8 GB, Intel, Processing & Multitasking",0.1758,0.5724,1.7319
"8 GB, Gaming","DDR4, Windows 10 Home",0.0667,0.7159,1.7284
Transparent Silver,"DDR4, Processing & Multitasking, Thin and Light Laptop",0.0561,0.6883,1.7281
"Natural Silver, Processing & Multitasking",Thin and Light Laptop,0.0583,0.8871,1.7266
"Core i5, Processing & Multitasking","Intel, Thin and Light Laptop",0.1748,0.6653,1.7255
"8 GB, Everyday Use, Thin and Light Laptop",Windows 11 Home,0.0667,0.6702,1.7239
"16 GB, Core i5, Thin and Light Laptop","Intel, Processing & Multitasking",0.0625,0.9833,1.7222
"AMD, Gaming",16 GB,0.0519,0.5269,1.721
"Core i5, Thin and Light Laptop","8 GB, DDR4, Intel, Processing & Multitasking",0.0975,0.5257,1.7172
"DDR4, Gaming, Processing & Multitasking",Windows 10 Home,0.0773,0.7766,1.7169
"Core i3, Thin and Light Laptop, Windows 10 Home","Intel, Processing & Multitasking",0.0519,0.98,1.7164
"Core i3, DDR4, Thin and Light Laptop, Windows 10 Home","Intel, Processing & Multitasking",0.0519,0.98,1.7164
"Everyday Use, Windows 11 Home","8 GB, Thin and Light Laptop",0.0667,0.5727,1.7164
"DDR4, Gaming",16 GB,0.1038,0.5241,1.7118
"Core i5, DDR4","8 GB, Intel",0.1917,0.707,1.7114
"Gaming, Processing & Multitasking","DDR4, Windows 10 Home",0.0773,0.7087,1.7111
"DDR4, Gaming Laptop, Processing & Multitasking",Windows 10 Home,0.0794,0.7732,1.7094
"8 GB, Core i3, Processing & Multitasking","Intel, Thin and Light Laptop",0.09,0.6589,1.7088
"Core i5, DDR4, Thin and Light Laptop, Windows 10 Home","8 GB, Processing & Multitasking",0.0583,0.7746,1.7086
"Core i5, DDR4, Intel, Thin and Light Laptop, Windows 10 Home","8 GB, Processing & Multitasking",0.0583,0.7746,1.7086
"8 GB, Core i5, Thin and Light Laptop","Intel, Windows 10 Home",0.0636,0.531,1.7049
"Core i3, DDR4, Processing & Multitasking, Windows 10 Home","8 GB, Intel",0.053,0.7042,1.7046
"Core i3, Processing & Multitasking, Windows 10 Home","8 GB, Intel",0.053,0.7042,1.7046
"8 GB, Core i5, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.0943,0.8241,1.7022
"8 GB, DDR4, Intel, Processing & Multitasking",Core i5,0.16,0.5225,1.7008
Core i5,"8 GB, DDR4, Intel, Processing & Multitasking",0.16,0.5207,1.7008
"Core i3, Windows 10 Home","8 GB, Intel",0.0625,0.7024,1.7001
"Core i3, DDR4, Windows 10 Home","8 GB, Intel",0.0625,0.7024,1.7001
"Core i5, Windows 11 Home","DDR4, Intel, Thin and Light Laptop",0.0593,0.56,1.6998
"8 GB, DDR4, Everyday Use, Thin and Light Laptop",Windows 11 Home,0.0614,0.6591,1.6953
"Core i5, DDR4, Processing & Multitasking","Intel, Windows 10 Home",0.1208,0.5278,1.6946
"Core i3, DDR4, Windows 11 Home","Intel, Processing & Multitasking, Thin and Light Laptop",0.053,0.5882,1.693
"8 GB, Intel, Processing & Multitasking, Thin and Light Laptop",Core i5,0.1102,0.52,1.6927
"Core i5, DDR4, Processing & Multitasking","8 GB, Intel",0.16,0.6991,1.6921
"Core i3, Thin and Light Laptop","DDR4, Intel, Processing & Multitasking",0.1144,0.8182,1.6901
"DDR4, Everyday Use, Windows 11 Home","8 GB, Thin and Light Laptop",0.0614,0.5631,1.6875
"Everyday Use, Thin and Light Laptop",Windows 11 Home,0.0805,0.6552,1.6852
"8 GB, Core i5, Processing & Multitasking","DDR4, Intel, Thin and Light Laptop",0.0975,0.5542,1.6823
"Core i5, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.1208,0.8143,1.682
"8 GB, Core i5, Thin and Light Laptop","DDR4, Intel, Processing & Multitasking",0.0975,0.8142,1.6818
"Core i3, DDR4, Windows 10 Home","Intel, Processing & Multitasking, Thin and Light Laptop",0.0519,0.5833,1.6789
"Core i3, Windows 10 Home","Intel, Processing & Multitasking, Thin and Light Laptop",0.0519,0.5833,1.6789
"DDR4, Natural Silver",Thin and Light Laptop,0.0593,0.8615,1.6769
"Core i5, Processing & Multitasking","DDR4, Intel, Thin and Light Laptop",0.1451,0.5524,1.6768
"Core i5, Processing & Multitasking, Windows 10 Home","Intel, Thin and Light Laptop",0.0847,0.6452,1.6732
"Everyday Use, Windows 11 Home","8 GB, DDR4, Thin and Light Laptop",0.0614,0.5273,1.6703
"8 GB, Gaming, Gaming Laptop",Windows 10 Home,0.0646,0.7531,1.6649
"8 GB, DDR4, Gaming, Gaming Laptop",Windows 10 Home,0.0646,0.7531,1.6649
"Core i3, DDR4","Intel, Thin and Light Laptop",0.1367,0.6418,1.6644
"Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop","Intel, Windows 10 Home",0.0752,0.5182,1.664
"8 GB, Core i3, DDR4","Intel, Thin and Light Laptop",0.1081,0.6415,1.6637
"Gaming Laptop, Processing & Multitasking",Windows 10 Home,0.0805,0.7525,1.6636
"Core i5, DDR4, Thin and Light Laptop","8 GB, Intel",0.107,0.6871,1.6631
"16 GB, Intel, Processing & Multitasking",Core i5,0.0837,0.5097,1.6591
"DDR4, Gaming Laptop, Windows 10 Home",16 GB,0.0678,0.5079,1.6591
"Core i3, Windows 11 Home","Intel, Processing & Multitasking, Thin and Light Laptop",0.0561,0.5761,1.658
"Core i5, Thin and Light Laptop, Windows 10 Home","8 GB, Processing & Multitasking",0.0636,0.75,1.6542
"Core i5, Intel, Thin and Light Laptop, Windows 10 Home","8 GB, Processing & Multitasking",0.0636,0.75,1.6542
Natural Silver,Thin and Light Laptop,0.0593,0.8485,1.6515
"Core i5, Thin and Light Laptop","Intel, Processing & Multitasking",0.1748,0.9429,1.6513
"Gaming Laptop, Windows 10 Home",16 GB,0.0678,0.5039,1.6461
Core i3,"Intel, Thin and Light Laptop",0.1398,0.6346,1.6458
"Core i5, DDR4, Processing & Multitasking","Intel, Thin and Light Laptop",0.1451,0.6343,1.6449
"Core i5, Windows 10 Home","Intel, Processing & Multitasking, Thin and Light Laptop",0.0847,0.5714,1.6446
Core i5,"8 GB, Intel",0.2087,0.6793,1.6443
"8 GB, Intel",Core i5,0.2087,0.5051,1.6443
"DDR4, Everyday Use, Thin and Light Laptop",Windows 11 Home,0.0731,0.6389,1.6434
"8 GB, Core i3","Intel, Thin and Light Laptop",0.1112,0.6325,1.6404
"Everyday Use, Intel, Thin and Light Laptop",Windows 11 Home,0.0614,0.6374,1.6394
"8 GB, Gaming Laptop",Windows 10 Home,0.0667,0.7412,1.6386
"8 GB, Core i5, Processing & Multitasking, Windows 10 Home","Intel, Thin and Light Laptop",0.0636,0.6316,1.6379
Core i5,"Intel, Processing & Multitasking, Thin and Light Laptop",0.1748,0.569,1.6375
"Intel, Processing & Multitasking, Thin and Light Laptop",Core i5,0.1748,0.503,1.6375
"DDR4, Intel, Processing & Multitasking, Windows 10 Home",Core i5,0.1208,0.5022,1.6348
"Core i5, DDR4, Thin and Light Laptop","Intel, Processing & Multitasking",0.1451,0.932,1.6322
"8 GB, DDR4, Gaming Laptop",Windows 10 Home,0.0657,0.7381,1.6318
"Core i5, DDR4","Intel, Windows 10 Home",0.1377,0.5078,1.6305
"Processing & Multitasking, Transparent Silver","DDR4, Thin and Light Laptop",0.0561,0.726,1.628
"Core i3, Processing & Multitasking, Windows 10 Home","DDR4, Intel",0.0752,1.0,1.6276
"Core i3, Thin and Light Laptop, Windows 10 Home","DDR4, Intel",0.053,1.0,1.6276
"Core i3, Laptop","DDR4, Intel",0.0508,1.0,1.6276
"Core i3, Windows 10 Home","DDR4, Intel",0.089,1.0,1.6276
"Core i3, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home","DDR4, Intel",0.0519,1.0,1.6276
"8 GB, Core i3, Processing & Multitasking, Windows 10 Home","DDR4, Intel",0.053,1.0,1.6276
"8 GB, Core i3, Windows 10 Home","DDR4, Intel",0.0625,1.0,1.6276
"Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop","8 GB, Intel",0.0975,0.6715,1.6255
